"ballotID","ballot_type","countingGroup","district","districtType","precinct","precinctPortion","votingLocation","rank1","rank2","rank3","rank4","rank5"
"00006_00000_330973_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00006_00000_658203_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","WILLIAM EMMONS","CHRISTOPHER HAESSLY"
"00006_00000_944625_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_159489_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_327245_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_990146_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_583370_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_312993_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_062683_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped"
"00006_00000_823886_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_334041_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","WILLIAM EMMONS","skipped"
"00006_00000_709130_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","WILLIAM EMMONS","skipped"
"00006_00000_799037_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_039734_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00006_00000_544024_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_755207_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_261456_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_234921_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_327548_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","Write-in","skipped","skipped","skipped"
"00006_00000_068786_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_494419_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_400623_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_419621_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_046609_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_977076_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_561060_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_213636_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00006_00000_197795_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00006_00000_519386_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_730419_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_847352_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00006_00000_672526_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_045750_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_552067_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_972700_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_500385_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_843903_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_176939_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_046062_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_882710_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_930877_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_627576_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_617978_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_707708_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_419958_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00006_00000_741213_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00006_00000_951913_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_704053_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_623897_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00006_00000_632928_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_159250_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00006_00000_961641_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_886236_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_719185_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_794566_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_381040_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_526348_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00006_00000_445418_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00006_00000_192911_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_372206_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped","skipped"
"00006_00000_196387_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_974480_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_863062_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_119019_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_610334_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_280941_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00006_00000_401003_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_168924_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_180144_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_593261_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_562833_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00006_00000_835277_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00006_00000_551798_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00006_00000_106853_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00006_00000_945496_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_099460_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_819235_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_496903_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","WILLIAM EMMONS","CHRISTOPHER HAESSLY","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped"
"00006_00000_370127_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_804992_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","WILLIAM EMMONS","skipped"
"00006_00000_883499_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped"
"00006_00000_922014_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00006_00000_058391_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00006_00000_511743_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_499762_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped","skipped"
"00006_00000_984908_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped","skipped"
"00006_00000_353603_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_658281_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","WILLIAM EMMONS","skipped"
"00006_00000_233865_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_612787_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00006_00000_613701_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00006_00000_377999_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_714925_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00006_00000_875410_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","WILLIAM EMMONS","skipped","skipped","skipped","skipped"
"00006_00000_572488_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","overvote","skipped"
"00006_00000_352684_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00006_00000_489600_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_163586_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","EMMA MULVANEY-STANAK","skipped","skipped"
"00006_00000_192837_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00006_00000_475293_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00006_00000_429510_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","EMMA MULVANEY-STANAK","EMMA MULVANEY-STANAK","EMMA MULVANEY-STANAK","EMMA MULVANEY-STANAK"
"00006_00000_929655_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_804967_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00006_00000_414643_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00006_00000_455197_","Ballot 8 - Type 8","City Election","SOUTH","DISTRICT","WARD 6 - CITY ONLY","WARD 6 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
