RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
1106,Steve Novick,Daniel DeMelo,Jesse Cornett,Harrison Kass,Kezia Wanner,Rex Burkholder
1108,Steve Novick,Jesse Cornett,Philippe Knab,,,
1109,Daniel DeMelo,Harrison Kass,,,,
1110,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1111,Kezia Wanner,Daniel DeMelo,Jonathan (Jon) Walker,Philippe Knab,Jesse Cornett,Steve Novick
1112,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1117,Tiffany Koyama Lane,Angelita Morillo,Theo Hathaway Saner,Chris Flanary,Rex Burkholder,
1118,Steve Novick,Jesse Cornett,Jonathan (Jon) Walker,Rex Burkholder,,
1120,Cristal Azul Otero,Angelita Morillo,Christopher Brummer,Theo Hathaway Saner,Patrick Hilton,Ahlam K Osman
1121,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1123,Jesse Cornett,Steve Novick,Cristal Azul Otero,Angelita Morillo,Rex Burkholder,Daniel DeMelo
1124,Tiffany Koyama Lane,Angelita Morillo,Steve Novick,,,
1128,Tiffany Koyama Lane,,,,,
1133,Tiffany Koyama Lane,Philippe Knab,Ahlam K Osman,Angelita Morillo,Chris Flanary,Jesse Cornett
1135,Tiffany Koyama Lane,Steve Novick,Angelita Morillo,Chris Flanary,Rex Burkholder,Jesse Cornett
1137,Sandeep Bali,Kezia Wanner,Rex Burkholder,Cristal Azul Otero,Harrison Kass,Tiffany Koyama Lane
1140,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,,,
1142,Steve Novick,Jesse Cornett,Philippe Knab,Tiffany Koyama Lane,Cristal Azul Otero,Rex Burkholder
1143,Jesse Cornett,Rex Burkholder,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,
1145,Jesse Cornett,Tiffany Koyama Lane,Steve Novick,Angelita Morillo,Chris Flanary,Kelly Janes (KJ)
1146,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,Chris Flanary,Rex Burkholder,Luke Zak
1147,Steve Novick,Angelita Morillo,Cristal Azul Otero,Philippe Knab,Tiffany Koyama Lane,Chris Flanary
1148,Kezia Wanner,Harrison Kass,Daniel DeMelo,Jesse Cornett,,
1149,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,,
1150,Steve Novick,Heart Free Pham,Melodie Beirwagen,,,
1152,Rex Burkholder,Kenneth (Kent) R Landgraver III,Steve Novick,Harrison Kass,Jonathan (Jon) Walker,Kezia Wanner
1154,Tiffany Koyama Lane,Steve Novick,Philippe Knab,Brian Conley,Angelita Morillo,Rex Burkholder
1156,Steve Novick,Angelita Morillo,Philippe Knab,Tiffany Koyama Lane,,
1158,Tiffany Koyama Lane,Angelita Morillo,Steve Novick,Chris Flanary,Rex Burkholder,Jesse Cornett
1159,Tiffany Koyama Lane,Angelita Morillo,Kelly Janes (KJ),Steve Novick,Jesse Cornett,
1162,Philippe Knab,Angelita Morillo,Steve Novick,Rex Burkholder,Cristal Azul Otero,Tiffany Koyama Lane
1163,Steve Novick,,,,,
1164,Tiffany Koyama Lane,Angelita Morillo,Steve Novick,,,
1170,Jesse Cornett,Brian Conley,Tiffany Koyama Lane,Melodie Beirwagen,Dan Gilk,Angelita Morillo
1175,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,Chris Flanary,Jesse Cornett,Rex Burkholder
1177,Jonathan (Jon) Walker,Daniel DeMelo,Jesse Cornett,Harrison Kass,Steve Novick,Theo Hathaway Saner
1178,Harrison Kass,Kezia Wanner,Jesse Cornett,Rex Burkholder,Melodie Beirwagen,Terry Parker
1180,Steve Novick,Cristal Azul Otero,Tiffany Koyama Lane,Angelita Morillo,Philippe Knab,Rex Burkholder
1181,Rex Burkholder,Jesse Cornett,Steve Novick,Kezia Wanner,,
1182,Angelita Morillo,Tiffany Koyama Lane,Steve Novick,Ahlam K Osman,Chris Flanary,
1185,Steve Novick,Rex Burkholder,Cristal Azul Otero,Jesse Cornett,,
1187,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,
1188,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1189,John Sweeney,Brian Conley,Sandeep Bali,Tiffany Koyama Lane,Matthew (Matt) Anderson,Clifford Higgins
1193,Steve Novick,Rex Burkholder,Philippe Knab,,,
1194,Steve Novick,Angelita Morillo,Philippe Knab,Tiffany Koyama Lane,Cristal Azul Otero,Rex Burkholder
1195,Steve Novick,Heart Free Pham,Angelita Morillo,Philippe Knab,Tiffany Koyama Lane,Cristal Azul Otero
1196,Harrison Kass,Kezia Wanner,Sandeep Bali,Dan Gilk,Terry Parker,Kenneth (Kent) R Landgraver III
1197,Steve Novick,Tiffany Koyama Lane,Chris Flanary,Angelita Morillo,Jesse Cornett,Luke Zak
1200,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1202,Jesse Cornett,Kezia Wanner,Rex Burkholder,Daniel DeMelo,Tiffany Koyama Lane,Harrison Kass
1203,Jesse Cornett,Steve Novick,Cristal Azul Otero,Daniel DeMelo,Tiffany Koyama Lane,Kezia Wanner
1205,Steve Novick,Tiffany Koyama Lane,Jesse Cornett,Rex Burkholder,Jonathan (Jon) Walker,Dan Gilk
1206,Tiffany Koyama Lane,Angelita Morillo,Jesse Cornett,Jonathan (Jon) Walker,Philippe Knab,Sandeep Bali
1208,Steve Novick,Tiffany Koyama Lane,Chris Flanary,Cristal Azul Otero,Philippe Knab,Melodie Beirwagen
1209,Tiffany Koyama Lane,Angelita Morillo,Christopher Brummer,,,
1213,Steve Novick,Philippe Knab,Cristal Azul Otero,,,
1218,Tiffany Koyama Lane,Angelita Morillo,Ahlam K Osman,Chris Flanary,Luke Zak,
1220,Kezia Wanner,Steve Novick,Jesse Cornett,,,
1222,Jesse Cornett,Tiffany Koyama Lane,Angelita Morillo,Chris Flanary,Theo Hathaway Saner,Ahlam K Osman
1223,Matthew (Matt) Anderson,Terry Parker,Sandeep Bali,Jonathan (Jon) Walker,Dan Gilk,Harrison Kass
1225,Steve Novick,Tiffany Koyama Lane,Harrison Kass,Kezia Wanner,Jonathan (Jon) Walker,Cristal Azul Otero
1227,Jesse Cornett,Rex Burkholder,Tiffany Koyama Lane,Kezia Wanner,Philippe Knab,Steve Novick
1231,Tiffany Koyama Lane,Rex Burkholder,Angelita Morillo,Daniel DeMelo,Jesse Cornett,Kezia Wanner
1233,Jesse Cornett,,,,,
1234,Kezia Wanner,Harrison Kass,Daniel DeMelo,Jesse Cornett,,
1235,Angelita Morillo,Tiffany Koyama Lane,Rex Burkholder,Steve Novick,,
1237,Angelita Morillo,Ahlam K Osman,Brian Conley,Daniel DeMelo,Luke Zak,Kelly Janes (KJ)
1238,Steve Novick,Tiffany Koyama Lane,Jesse Cornett,Rex Burkholder,Daniel DeMelo,Angelita Morillo
1239,Matthew (Matt) Anderson,Sandeep Bali,Rex Burkholder,Jesse Cornett,Steve Novick,Melodie Beirwagen
1240,Tiffany Koyama Lane,Angelita Morillo,Melodie Beirwagen,Heart Free Pham,Jaclyn Smith-Moore,Cristal Azul Otero
1241,Rex Burkholder,Jaclyn Smith-Moore,Jonathan (Jon) Walker,Jesse Cornett,Philippe Knab,Steve Novick
1246,Jesse Cornett,Angelita Morillo,Tiffany Koyama Lane,,,
1247,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,Chris Flanary,Rex Burkholder,Jesse Cornett
1248,Tiffany Koyama Lane,Steve Novick,Angelita Morillo,Chris Flanary,Rex Burkholder,Luke Zak
1251,Tiffany Koyama Lane,Angelita Morillo,Steve Novick,,,
1252,Steve Novick,Angelita Morillo,Tiffany Koyama Lane,Jesse Cornett,,
1253,Matthew (Matt) Anderson,Jesse Cornett,Daniel DeMelo,Chris Flanary,Dan Gilk,Tiffany Koyama Lane
1257,Melodie Beirwagen,Terry Parker,Steve Novick,,,
1259,Jesse Cornett,Steve Novick,Cristal Azul Otero,Rex Burkholder,Philippe Knab,Angelita Morillo
1261,Ahlam K Osman,Angelita Morillo,Kezia Wanner,Chris Flanary,,
1262,Steve Novick,Philippe Knab,Cristal Azul Otero,,,
1263,Steve Novick,Philippe Knab,Cristal Azul Otero,,,
1264,Sandeep Bali,Rex Burkholder,,,,
1265,Steve Novick,Tiffany Koyama Lane,Chris Flanary,Cristal Azul Otero,Philippe Knab,
1267,Jesse Cornett,Steve Novick,Rex Burkholder,Harrison Kass,Tiffany Koyama Lane,Angelita Morillo
1271,Ahlam K Osman,Angelita Morillo,Jesse Cornett,Tiffany Koyama Lane,Chris Flanary,Jonathan (Jon) Walker
1272,Jesse Cornett,Steve Novick,Tiffany Koyama Lane,Angelita Morillo,Rex Burkholder,Chris Flanary
1274,Sandeep Bali,Kezia Wanner,Rex Burkholder,Cristal Azul Otero,Harrison Kass,Tiffany Koyama Lane
1275,Tiffany Koyama Lane,,,,,
1276,Tiffany Koyama Lane,Steve Novick,Rex Burkholder,Angelita Morillo,Jesse Cornett,
1279,Steve Novick,Angelita Morillo,Jesse Cornett,Cristal Azul Otero,Rex Burkholder,Tiffany Koyama Lane
1280,Steve Novick,,,,,
1281,Harrison Kass,Kezia Wanner,,,,
1283,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,Rex Burkholder,Jesse Cornett,Cristal Azul Otero
1284,Sandeep Bali,Kezia Wanner,Melodie Beirwagen,,,
1285,Jesse Cornett,Steve Novick,Philippe Knab,Cristal Azul Otero,Kezia Wanner,Rex Burkholder
1286,Kezia Wanner,Tiffany Koyama Lane,Rex Burkholder,,,
1287,Tiffany Koyama Lane,Steve Novick,Angelita Morillo,Philippe Knab,Cristal Azul Otero,Rex Burkholder
1288,Daniel DeMelo,Harrison Kass,,,,
1290,Steve Novick,Kezia Wanner,Harrison Kass,,,
1291,Tiffany Koyama Lane,Angelita Morillo,Jesse Cornett,Daniel DeMelo,Rex Burkholder,Philippe Knab
1292,Steve Novick,Matthew (Matt) Anderson,Rex Burkholder,,,
1293,Jesse Cornett,Luke Zak,Theo Hathaway Saner,Daniel DeMelo,Angelita Morillo,Tiffany Koyama Lane
1295,Kenneth (Kent) R Landgraver III,,,,,
1297,Tiffany Koyama Lane,Harrison Kass,Steve Novick,Jesse Cornett,Rex Burkholder,Cristal Azul Otero
1298,Dan Gilk,Daniel DeMelo,Sandeep Bali,Tiffany Koyama Lane,Jesse Cornett,Rex Burkholder
1301,Kezia Wanner,Jesse Cornett,Steve Novick,,,
1302,Steve Novick,Philippe Knab,Tiffany Koyama Lane,,,
1319,Harrison Kass,Tiffany Koyama Lane,Rex Burkholder,,,
1320,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1321,Steve Novick,Tiffany Koyama Lane,Jesse Cornett,Philippe Knab,,
1322,Jonathan (Jon) Walker,Kezia Wanner,Harrison Kass,Daniel DeMelo,Philippe Knab,
1323,Steve Novick,Rex Burkholder,,,,
1324,Cristal Azul Otero,Melodie Beirwagen,Ahlam K Osman,Steve Novick,Heart Free Pham,Chris Flanary
1325,Jonathan (Jon) Walker,Kezia Wanner,Harrison Kass,Daniel DeMelo,Philippe Knab,
1326,Kezia Wanner,Daniel DeMelo,Jesse Cornett,Jonathan (Jon) Walker,Tiffany Koyama Lane,Angelita Morillo
1327,Jonathan (Jon) Walker,Jesse Cornett,Harrison Kass,Kezia Wanner,Dan Gilk,Rex Burkholder
1328,Angelita Morillo,Daniel DeMelo,Jesse Cornett,Melodie Beirwagen,Jonathan (Jon) Walker,Steve Novick
1329,Angelita Morillo,Tiffany Koyama Lane,Brian Conley,Chris Flanary,Cristal Azul Otero,Luke Zak
1330,Tiffany Koyama Lane,Brian Conley,Angelita Morillo,Luke Zak,Rex Burkholder,Steve Novick
1333,Tiffany Koyama Lane,Theo Hathaway Saner,,,,
1335,Harrison Kass,Daniel DeMelo,Kezia Wanner,Steve Novick,,
1337,Steve Novick,Angelita Morillo,Tiffany Koyama Lane,Chris Flanary,Philippe Knab,Jesse Cornett
1351,Steve Novick,Philippe Knab,Rex Burkholder,Daniel DeMelo,Clifford Higgins,Kenneth (Kent) R Landgraver III
1366,Ahlam K Osman,Matthew (Matt) Anderson,Steve Novick,,,
1368,Jesse Cornett,Daniel DeMelo,Chris Flanary,Rex Burkholder,,
1374,,,,,,
1385,Rex Burkholder,Tiffany Koyama Lane,Ahlam K Osman,,,
1386,Angelita Morillo,Tiffany Koyama Lane,Steve Novick,Rex Burkholder,Jesse Cornett,Philippe Knab
1388,Jesse Cornett,Steve Novick,Cristal Azul Otero,Philippe Knab,Angelita Morillo,Melodie Beirwagen
1389,Jesse Cornett,Philippe Knab,Rex Burkholder,Daniel DeMelo,Steve Novick,
1392,Angelita Morillo,Tiffany Koyama Lane,Steve Novick,Jesse Cornett,,
1393,Tiffany Koyama Lane,Angelita Morillo,Jesse Cornett,Philippe Knab,Jonathan (Jon) Walker,Chris Flanary
1395,Steve Novick,Tiffany Koyama Lane,Philippe Knab,,,
1396,Daniel DeMelo,Kezia Wanner,Steve Novick,Harrison Kass,,
1397,Daniel DeMelo,Dan Gilk,Kezia Wanner,Jonathan (Jon) Walker,Melodie Beirwagen,Harrison Kass
1400,Philippe Knab,Kezia Wanner,Dan Gilk,Harrison Kass,Cristal Azul Otero,Jesse Cornett
1404,Kezia Wanner,Steve Novick,Jesse Cornett,Luke Zak,Daniel DeMelo,Tiffany Koyama Lane
1405,Melodie Beirwagen,Rex Burkholder,Brian Conley,Jesse Cornett,Dan Gilk,
1408,Kezia Wanner,Steve Novick,Jesse Cornett,,,
1409,Rex Burkholder,Tiffany Koyama Lane,Steve Novick,,,
1411,Ahlam K Osman,Chris Flanary,Angelita Morillo,Kelly Janes (KJ),Cristal Azul Otero,Melodie Beirwagen
1412,Dan Gilk,Jonathan (Jon) Walker,Harrison Kass,Kezia Wanner,Philippe Knab,Tiffany Koyama Lane
1413,Angelita Morillo,Heart Free Pham,Ahlam K Osman,Sandeep Bali,Cristal Azul Otero,Tiffany Koyama Lane
1415,Rex Burkholder,Philippe Knab,Daniel DeMelo,Dan Gilk,Brian Conley,Tiffany Koyama Lane
1416,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,,,
1417,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,,,
1418,Steve Novick,Philippe Knab,Cristal Azul Otero,Jesse Cornett,Rex Burkholder,Angelita Morillo
1420,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1421,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1426,Matthew (Matt) Anderson,Angelita Morillo,Ahlam K Osman,Tiffany Koyama Lane,Steve Novick,Sandeep Bali
1427,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1434,Kezia Wanner,,,,,
1435,Kezia Wanner,,,,,
1436,Kezia Wanner,,,,,
1458,Harrison Kass,Steve Novick,Cristal Azul Otero,,,
1467,Steve Novick,Harrison Kass,Rex Burkholder,Luke Zak,Cristal Azul Otero,Philippe Knab
1469,Kezia Wanner,Steve Novick,Jesse Cornett,Daniel DeMelo,Tiffany Koyama Lane,
1471,Daniel DeMelo,Angelita Morillo,,,,
1472,Steve Novick,,,,,
1480,Steve Novick,Angelita Morillo,Kezia Wanner,,,
1482,Steve Novick,Philippe Knab,Cristal Azul Otero,Christopher Brummer,Angelita Morillo,Jesse Cornett
1509,Rex Burkholder,Steve Novick,,,,
1514,Melodie Beirwagen,Kelly Janes (KJ),Kenneth (Kent) R Landgraver III,Luke Zak,Steve Novick,Matthew (Matt) Anderson
1515,Harrison Kass,Kezia Wanner,Sandeep Bali,Christopher Brummer,Steve Novick,Jesse Cornett
1516,Steve Novick,Harrison Kass,Jesse Cornett,Rex Burkholder,Philippe Knab,Daniel DeMelo
1524,Dan Gilk,Cristal Azul Otero,Angelita Morillo,Melodie Beirwagen,Daniel DeMelo,Jaclyn Smith-Moore
1537,Philippe Knab,,,,,
1542,Christopher Brummer,,,,,
1543,Angelita Morillo,Tiffany Koyama Lane,Cristal Azul Otero,Chris Flanary,,
1547,Melodie Beirwagen,Sandeep Bali,David O'Connor,Angelita Morillo,Jesse Cornett,Jaclyn Smith-Moore
1563,Cristal Azul Otero,Daniel DeMelo,Steve Novick,Kezia Wanner,,
1564,Jonathan (Jon) Walker,Rex Burkholder,Heart Free Pham,Tiffany Koyama Lane,Ahlam K Osman,Cristal Azul Otero
1565,Steve Novick,Rex Burkholder,Philippe Knab,Jesse Cornett,,
1566,Cristal Azul Otero,,,,,
1567,Steve Novick,Rex Burkholder,Jesse Cornett,Harrison Kass,Daniel DeMelo,Cristal Azul Otero
1570,Harrison Kass,Kezia Wanner,Steve Novick,Luke Zak,,
1578,Tiffany Koyama Lane,Matthew (Matt) Anderson,Dan Gilk,Harrison Kass,Luke Zak,Jesse Cornett
1579,Harrison Kass,Steve Novick,Terry Parker,Kezia Wanner,Sandeep Bali,Dan Gilk
1580,Daniel DeMelo,Luke Zak,Ahlam K Osman,Harrison Kass,Tiffany Koyama Lane,Philippe Knab
1585,Jonathan (Jon) Walker,Steve Novick,John Sweeney,Tiffany Koyama Lane,Philippe Knab,Heart Free Pham
1587,Kezia Wanner,Jonathan (Jon) Walker,Terry Parker,,,
1594,Tiffany Koyama Lane,Angelita Morillo,Steve Novick,,,
1600,Steve Novick,Jesse Cornett,Kezia Wanner,Philippe Knab,Rex Burkholder,Cristal Azul Otero
1601,Steve Novick,Jesse Cornett,Kezia Wanner,Philippe Knab,Rex Burkholder,Cristal Azul Otero
1603,Angelita Morillo,Tiffany Koyama Lane,Steve Novick,Kezia Wanner,Cristal Azul Otero,Matthew (Matt) Anderson
1605,Steve Novick,Philippe Knab,Cristal Azul Otero,,,
1618,Cristal Azul Otero,Rex Burkholder,Brian Conley,Harrison Kass,Dan Gilk,
1619,Jonathan (Jon) Walker,Tiffany Koyama Lane,Philippe Knab,Steve Novick,Angelita Morillo,Brian Conley
1620,Sandeep Bali,Kezia Wanner,Melodie Beirwagen,,,
1621,Cristal Azul Otero,Daniel DeMelo,Matthew (Matt) Anderson,Theo Hathaway Saner,Kenneth (Kent) R Landgraver III,Sandeep Bali
1624,Angelita Morillo,Jesse Cornett,Tiffany Koyama Lane,Philippe Knab,Steve Novick,Rex Burkholder
1625,Matthew (Matt) Anderson,Harrison Kass,Terry Parker,Jesse Cornett,Steve Novick,Patrick Hilton
1627,Tiffany Koyama Lane,Jesse Cornett,Steve Novick,Angelita Morillo,,
1628,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1629,Steve Novick,Tiffany Koyama Lane,Rex Burkholder,Angelita Morillo,Jesse Cornett,Kezia Wanner
1630,Tiffany Koyama Lane,Angelita Morillo,Steve Novick,,,
1631,Harrison Kass,Sandeep Bali,Dan Gilk,Jesse Cornett,,
1639,Steve Novick,,,,,
1647,Angelita Morillo,Tiffany Koyama Lane,Steve Novick,Jesse Cornett,Chris Flanary,
1665,Rex Burkholder,Steve Novick,Jaclyn Smith-Moore,,,
1666,Jonathan (Jon) Walker,Tiffany Koyama Lane,David O'Connor,Terry Parker,Kenneth (Kent) R Landgraver III,Jesse Cornett
1670,Rex Burkholder,,,,,
1672,Tiffany Koyama Lane,Angelita Morillo,Steve Novick,Brian Conley,Rex Burkholder,Jesse Cornett
1674,Philippe Knab,Kezia Wanner,Harrison Kass,,,
1692,Kezia Wanner,Harrison Kass,Daniel DeMelo,,,
1693,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,,,
1695,Rex Burkholder,Christopher Brummer,Matthew (Matt) Anderson,Ahlam K Osman,Sandeep Bali,Harrison Kass
1698,Matthew (Matt) Anderson,Harrison Kass,Terry Parker,Jesse Cornett,Steve Novick,Patrick Hilton
1699,Tiffany Koyama Lane,Jonathan (Jon) Walker,Rex Burkholder,Jesse Cornett,Cristal Azul Otero,Steve Novick
1700,Steve Novick,Philippe Knab,Angelita Morillo,Tiffany Koyama Lane,,
1701,Steve Novick,Dan Gilk,Cristal Azul Otero,,,
1703,Jaclyn Smith-Moore,Cristal Azul Otero,Sandeep Bali,Matthew (Matt) Anderson,Kelly Janes (KJ),Terry Parker
1704,Steve Novick,Jesse Cornett,,,,
1705,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,,,
1707,Angelita Morillo,Steve Novick,Tiffany Koyama Lane,,,
1708,Kezia Wanner,Steve Novick,Rex Burkholder,Jesse Cornett,Daniel DeMelo,
1709,Kezia Wanner,Steve Novick,Terry Parker,,,
1712,Philippe Knab,Jonathan (Jon) Walker,Sandeep Bali,,,
1713,Steve Novick,,,,,
1714,Tiffany Koyama Lane,Angelita Morillo,Heart Free Pham,Chris Flanary,,
1716,Kezia Wanner,Jonathan (Jon) Walker,Terry Parker,,,
1717,Jesse Cornett,Steve Novick,John Sweeney,,,
1718,Tiffany Koyama Lane,Angelita Morillo,Chris Flanary,Steve Novick,Jesse Cornett,Rex Burkholder
1724,Kezia Wanner,Harrison Kass,Philippe Knab,,,
1727,Steve Novick,Rex Burkholder,John Sweeney,,,
1728,Angelita Morillo,Tiffany Koyama Lane,Steve Novick,,,
1730,Steve Novick,Tiffany Koyama Lane,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo
1732,Angelita Morillo,Cristal Azul Otero,Daniel DeMelo,Tiffany Koyama Lane,Heart Free Pham,Sandeep Bali
1734,Tiffany Koyama Lane,,,,,
1736,Kezia Wanner,Steve Novick,Jesse Cornett,,,
1739,Jonathan (Jon) Walker,Kezia Wanner,Melodie Beirwagen,Daniel DeMelo,Luke Zak,Ahlam K Osman
1740,Steve Novick,Angelita Morillo,,,,
1741,Angelita Morillo,Luke Zak,Chris Flanary,Tiffany Koyama Lane,Jonathan (Jon) Walker,Jesse Cornett
1744,Daniel DeMelo,Patrick Hilton,Jaclyn Smith-Moore,Terry Parker,David O'Connor,Jonathan (Jon) Walker
1763,Tiffany Koyama Lane,Kezia Wanner,Steve Novick,,,
1765,Matthew (Matt) Anderson,Angelita Morillo,Kelly Janes (KJ),Ahlam K Osman,John Sweeney,Tiffany Koyama Lane
1766,Steve Novick,Rex Burkholder,Jesse Cornett,Kezia Wanner,,
1767,Rex Burkholder,Steve Novick,Matthew (Matt) Anderson,Ahlam K Osman,Sandeep Bali,Melodie Beirwagen
1816,Kezia Wanner,Harrison Kass,Steve Novick,Daniel DeMelo,,
1821,Daniel DeMelo,Kelly Janes (KJ),,,,
1825,Rex Burkholder,Cristal Azul Otero,Matthew (Matt) Anderson,Terry Parker,Jesse Cornett,Chris Flanary
1826,Rex Burkholder,Philippe Knab,,,,
1830,Brian Conley,Chris Flanary,Angelita Morillo,Heart Free Pham,,
1833,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1834,Steve Novick,Philippe Knab,Cristal Azul Otero,Rex Burkholder,Angelita Morillo,Jesse Cornett
1836,Steve Novick,Brian Conley,John Sweeney,Patrick Hilton,Dan Gilk,Christopher Brummer
1837,Tiffany Koyama Lane,Angelita Morillo,Cristal Azul Otero,Jesse Cornett,Theo Hathaway Saner,Rex Burkholder
1839,Tiffany Koyama Lane,,,,,
1849,Steve Novick,Jesse Cornett,John Sweeney,,,
1850,Heart Free Pham,Steve Novick,Tiffany Koyama Lane,Chris Flanary,Sandeep Bali,Philippe Knab
1852,Kezia Wanner,Harrison Kass,Melodie Beirwagen,Sandeep Bali,Rex Burkholder,Ahlam K Osman
1853,,,,,,
1855,Steve Novick,Philippe Knab,Jonathan (Jon) Walker,Tiffany Koyama Lane,Rex Burkholder,Christopher Brummer
1856,Steve Novick,Philippe Knab,Harrison Kass,Daniel DeMelo,Jonathan (Jon) Walker,Kezia Wanner
1857,Tiffany Koyama Lane,,,,,
1858,Steve Novick,Cristal Azul Otero,John Sweeney,Theo Hathaway Saner,,
1859,Steve Novick,Rex Burkholder,Philippe Knab,Angelita Morillo,Tiffany Koyama Lane,Cristal Azul Otero
1860,Steve Novick,Jonathan (Jon) Walker,Harrison Kass,Rex Burkholder,Kezia Wanner,Melodie Beirwagen
1862,Daniel DeMelo,Chris Flanary,Tiffany Koyama Lane,Rex Burkholder,Angelita Morillo,Steve Novick
1863,Tiffany Koyama Lane,Angelita Morillo,Chris Flanary,Jesse Cornett,Jonathan (Jon) Walker,Steve Novick
1864,Steve Novick,Rex Burkholder,Jesse Cornett,Chris Flanary,,
1865,Steve Novick,Angelita Morillo,Philippe Knab,Rex Burkholder,Tiffany Koyama Lane,Cristal Azul Otero
1866,Tiffany Koyama Lane,Steve Novick,Angelita Morillo,Jesse Cornett,Kezia Wanner,Harrison Kass
1867,Philippe Knab,Steve Novick,Cristal Azul Otero,Jesse Cornett,Angelita Morillo,Tiffany Koyama Lane
1868,Angelita Morillo,Tiffany Koyama Lane,Kezia Wanner,,,
1869,Steve Novick,Philippe Knab,Cristal Azul Otero,,,
1871,Steve Novick,Philippe Knab,Rex Burkholder,Cristal Azul Otero,Jesse Cornett,Angelita Morillo
1888,Kezia Wanner,Cristal Azul Otero,Matthew (Matt) Anderson,Angelita Morillo,Chris Flanary,Kelly Janes (KJ)
1894,Chris Flanary,,,,,
1897,Cristal Azul Otero,,,,,
1903,Harrison Kass,Kezia Wanner,Sandeep Bali,Christopher Brummer,Steve Novick,Jesse Cornett
1928,Tiffany Koyama Lane,,,,,
1939,Steve Novick,Philippe Knab,Cristal Azul Otero,,,
1940,Jonathan (Jon) Walker,Jesse Cornett,Brian Conley,Daniel DeMelo,Philippe Knab,Rex Burkholder
1941,Tiffany Koyama Lane,,,,,
1942,Kezia Wanner,Steve Novick,Jesse Cornett,,,
1958,Tiffany Koyama Lane,Angelita Morillo,Steve Novick,,,
1959,Tiffany Koyama Lane,Jesse Cornett,Rex Burkholder,,,
1961,Steve Novick,,,,,
1964,Steve Novick,Kezia Wanner,Jesse Cornett,Cristal Azul Otero,,
1968,Steve Novick,,,,,
1972,Philippe Knab,Steve Novick,Rex Burkholder,,,
2019,Angelita Morillo,Tiffany Koyama Lane,Steve Novick,,,
2023,Rex Burkholder,Kenneth (Kent) R Landgraver III,Heart Free Pham,,,
2025,Tiffany Koyama Lane,Angelita Morillo,Heart Free Pham,Theo Hathaway Saner,Rex Burkholder,Philippe Knab
2026,Tiffany Koyama Lane,Heart Free Pham,Angelita Morillo,Rex Burkholder,,
2052,Angelita Morillo,Tiffany Koyama Lane,Steve Novick,Rex Burkholder,Chris Flanary,
2058,,,,,,
2063,Steve Novick,Philippe Knab,Cristal Azul Otero,Jesse Cornett,Angelita Morillo,Rex Burkholder
